request_id,lease_id,status,logged_by,ticket_number,log_date,problem,urgency,category,created_at,updated_at,deleted_at,image_path,assigned_to,expected_completion_date
525,20,Completed,King Bruen,TICKET-000525,2022-09-16,Washing machine malfunction,Level 1,Appliance,2022-09-16 00:00:00,2022-09-16 00:00:00,,,,
526,35,Completed,Marcus Manager,TICKET-000526,2022-09-08,Leaking faucet,Level 2,Plumbing,2022-09-08 00:00:00,2022-09-08 00:00:00,,,,
527,26,Completed,Mia Martinez,TICKET-000527,2022-09-12,Clogged drain,Level 1,Plumbing,2022-09-12 00:00:00,2022-09-12 00:00:00,,,,
528,40,Completed,Mia Martinez,TICKET-000528,2022-09-25,Wall damage,Level 1,Structural,2022-09-25 00:00:00,2022-09-25 00:00:00,,,,
529,50,Completed,Marcus Manager,TICKET-000529,2022-09-07,Dripping shower head,Level 3,Plumbing,2022-09-07 00:00:00,2022-09-07 00:00:00,,,,
530,216,Completed,Mia Martinez,TICKET-000530,2022-09-24,Dripping shower head,Level 3,Plumbing,2022-09-24 00:00:00,2022-09-24 00:00:00,,,,
531,108,Completed,Mia Martinez,TICKET-000531,2022-09-12,Low water pressure,Level 2,Plumbing,2022-09-12 00:00:00,2022-09-12 00:00:00,,,,
532,143,Completed,Mia Martinez,TICKET-000532,2022-09-02,Running toilet,Level 3,Plumbing,2022-09-02 00:00:00,2022-09-02 00:00:00,,,,
533,85,Completed,King Bruen,TICKET-000533,2022-09-29,Termite inspection,Level 2,Pest Control,2022-09-29 00:00:00,2022-09-29 00:00:00,,,,
534,85,Completed,Clark West,TICKET-000534,2022-09-06,Wall crack,Level 1,Structural,2022-09-06 00:00:00,2022-09-06 00:00:00,,,,
535,182,Ongoing,King Bruen,TICKET-000535,2022-09-11,Leaking faucet,Level 1,Plumbing,2022-09-11 00:00:00,2022-09-11 00:00:00,,,,
536,92,Completed,Marcus Manager,TICKET-000536,2022-09-05,Clogged drain,Level 1,Plumbing,2022-09-05 00:00:00,2022-09-05 00:00:00,,,,
537,92,Completed,King Bruen,TICKET-000537,2022-09-24,Oven issue,Level 1,Appliance,2022-09-24 00:00:00,2022-09-24 00:00:00,,,,
538,98,Completed,Mia Martinez,TICKET-000538,2022-09-03,Cockroach sighting,Level 3,Pest Control,2022-09-03 00:00:00,2022-09-03 00:00:00,,,,
539,98,Completed,Clark West,TICKET-000539,2022-09-23,Spider infestation,Level 3,Pest Control,2022-09-23 00:00:00,2022-09-23 00:00:00,,,,
540,126,Completed,Marcus Manager,TICKET-000540,2022-09-14,Door frame damage,Level 1,Structural,2022-09-14 00:00:00,2022-09-14 00:00:00,,,,
541,125,Completed,Marcus Manager,TICKET-000541,2022-09-23,Termite inspection,Level 1,Pest Control,2022-09-23 00:00:00,2022-09-23 00:00:00,,,,
542,129,Completed,Bernita Crona,TICKET-000542,2022-09-16,Mosquito problem,Level 1,Pest Control,2022-09-16 00:00:00,2022-09-16 00:00:00,,,,
543,134,Completed,Marcus Manager,TICKET-000543,2022-09-29,Pipe leakage,Level 1,Plumbing,2022-09-29 00:00:00,2022-09-29 00:00:00,,,,
544,281,Completed,Bernita Crona,TICKET-000544,2022-09-27,Window frame repair,Level 3,Structural,2022-09-27 00:00:00,2022-09-27 00:00:00,,,,
545,164,Completed,Mia Martinez,TICKET-000545,2022-09-11,Exhaust fan noise,Level 3,Appliance,2022-09-11 00:00:00,2022-09-11 00:00:00,,,,
546,224,Completed,King Bruen,TICKET-000546,2022-09-24,Sink drainage issue,Level 1,Plumbing,2022-09-24 00:00:00,2022-09-24 00:00:00,,,,
547,228,Completed,Clark West,TICKET-000547,2022-09-29,Dryer not working,Level 2,Appliance,2022-09-29 00:00:00,2022-09-29 00:00:00,,,,
548,269,Completed,King Bruen,TICKET-000548,2022-09-10,Microwave not heating,Level 2,Appliance,2022-09-10 00:00:00,2022-09-10 00:00:00,,,,
549,259,Completed,Bernita Crona,TICKET-000549,2022-09-11,Wall damage,Level 1,Structural,2022-09-11 00:00:00,2022-09-11 00:00:00,,,,
550,261,Completed,Mia Martinez,TICKET-000550,2022-09-02,Clogged drain,Level 2,Plumbing,2022-09-02 00:00:00,2022-09-02 00:00:00,,,,
551,1,Completed,Bernita Crona,TICKET-000551,2022-10-12,Bed bug inspection,Level 1,Pest Control,2022-10-12 00:00:00,2022-10-12 00:00:00,,,,
552,2,Completed,Bernita Crona,TICKET-000552,2022-10-30,Exhaust fan noise,Level 1,Appliance,2022-10-30 00:00:00,2022-10-30 00:00:00,,,,
553,9,Completed,Bernita Crona,TICKET-000553,2022-10-25,Loose tiles,Level 4,Structural,2022-10-25 00:00:00,2022-10-25 00:00:00,,,,
554,18,Completed,Clark West,TICKET-000554,2022-10-22,Low water pressure,Level 2,Plumbing,2022-10-22 00:00:00,2022-10-22 00:00:00,,,,
555,36,Completed,Bernita Crona,TICKET-000555,2022-10-25,Door not closing,Level 2,Structural,2022-10-25 00:00:00,2022-10-25 00:00:00,,,,
556,40,Completed,Clark West,TICKET-000556,2022-10-26,Dishwasher leakage,Level 3,Appliance,2022-10-26 00:00:00,2022-10-26 00:00:00,,,,
557,39,Completed,Marcus Manager,TICKET-000557,2022-10-20,Dishwasher leakage,Level 1,Appliance,2022-10-20 00:00:00,2022-10-20 00:00:00,,,,
558,44,Completed,Bernita Crona,TICKET-000558,2022-10-29,Ceiling crack,Level 1,Structural,2022-10-29 00:00:00,2022-10-29 00:00:00,,,,
559,51,Completed,Mia Martinez,TICKET-000559,2022-10-08,Ant infestation,Level 3,Pest Control,2022-10-08 00:00:00,2022-10-08 00:00:00,,,,
560,110,Completed,Marcus Manager,TICKET-000560,2022-10-25,Mosquito problem,Level 4,Pest Control,2022-10-25 00:00:00,2022-10-25 00:00:00,,,,
561,105,Completed,Clark West,TICKET-000561,2022-10-31,Dryer not working,Level 3,Appliance,2022-10-31 00:00:00,2022-10-31 00:00:00,,,,
562,61,Completed,Mia Martinez,TICKET-000562,2022-10-23,Oven issue,Level 3,Appliance,2022-10-23 00:00:00,2022-10-23 00:00:00,,,,
563,142,Completed,Mia Martinez,TICKET-000563,2022-10-25,Mosquito problem,Level 3,Pest Control,2022-10-25 00:00:00,2022-10-25 00:00:00,,,,
564,89,Completed,King Bruen,TICKET-000564,2022-10-28,Light fixture malfunction,Level 1,Electrical,2022-10-28 00:00:00,2022-10-28 00:00:00,,,,
565,90,Completed,King Bruen,TICKET-000565,2022-10-11,Flooring issue,Level 1,Structural,2022-10-11 00:00:00,2022-10-11 00:00:00,,,,
566,94,Completed,Bernita Crona,TICKET-000566,2022-10-12,Ant infestation,Level 4,Pest Control,2022-10-12 00:00:00,2022-10-12 00:00:00,,,,
567,101,Completed,Bernita Crona,TICKET-000567,2022-10-02,Low water pressure,Level 1,Plumbing,2022-10-02 00:00:00,2022-10-02 00:00:00,,,,
568,102,Completed,Marcus Manager,TICKET-000568,2022-10-05,Spider infestation,Level 4,Pest Control,2022-10-05 00:00:00,2022-10-05 00:00:00,,,,
569,119,Completed,Clark West,TICKET-000569,2022-10-23,Wall crack,Level 2,Structural,2022-10-23 00:00:00,2022-10-23 00:00:00,,,,
570,135,Completed,Mia Martinez,TICKET-000570,2022-10-06,Window frame repair,Level 1,Structural,2022-10-06 00:00:00,2022-10-06 00:00:00,,,,
571,299,Completed,Clark West,TICKET-000571,2022-10-14,Oven issue,Level 3,Appliance,2022-10-14 00:00:00,2022-10-14 00:00:00,,,,
572,294,Completed,Marcus Manager,TICKET-000572,2022-10-25,Door not closing,Level 1,Structural,2022-10-25 00:00:00,2022-10-25 00:00:00,,,,
573,188,Completed,King Bruen,TICKET-000573,2022-10-07,General pest treatment,Level 2,Pest Control,2022-10-07 00:00:00,2022-10-07 00:00:00,,,,
574,225,Completed,Marcus Manager,TICKET-000574,2022-10-30,Wall crack,Level 2,Structural,2022-10-30 00:00:00,2022-10-30 00:00:00,,,,
575,275,Completed,Marcus Manager,TICKET-000575,2022-10-27,Switch not working,Level 1,Electrical,2022-10-27 00:00:00,2022-10-27 00:00:00,,,,
576,258,Completed,Mia Martinez,TICKET-000576,2022-10-06,Termite inspection,Level 1,Pest Control,2022-10-06 00:00:00,2022-10-06 00:00:00,,,,
577,13,Completed,King Bruen,TICKET-000577,2022-11-01,Wall damage,Level 1,Structural,2022-11-01 00:00:00,2022-11-01 00:00:00,,,,
578,23,Completed,Clark West,TICKET-000578,2022-11-20,Wiring problem,Level 1,Electrical,2022-11-20 00:00:00,2022-11-20 00:00:00,,,,
579,21,Completed,Mia Martinez,TICKET-000579,2022-11-08,Circuit breaker tripping,Level 1,Electrical,2022-11-08 00:00:00,2022-11-08 00:00:00,,,,
580,28,Completed,King Bruen,TICKET-000580,2022-11-01,Spider infestation,Level 3,Pest Control,2022-11-01 00:00:00,2022-11-01 00:00:00,,,,
581,41,Completed,Mia Martinez,TICKET-000581,2022-11-14,Switch not working,Level 3,Electrical,2022-11-14 00:00:00,2022-11-14 00:00:00,,,,
582,39,Completed,King Bruen,TICKET-000582,2022-11-05,Switch not working,Level 1,Electrical,2022-11-05 00:00:00,2022-11-05 00:00:00,,,,
583,46,Completed,Mia Martinez,TICKET-000583,2022-11-15,Exhaust fan noise,Level 2,Appliance,2022-11-15 00:00:00,2022-11-15 00:00:00,,,,
584,52,Completed,Mia Martinez,TICKET-000584,2022-11-04,Mosquito problem,Level 3,Pest Control,2022-11-04 00:00:00,2022-11-04 00:00:00,,,,
585,85,Completed,King Bruen,TICKET-000585,2022-11-11,Sink drainage issue,Level 1,Plumbing,2022-11-11 00:00:00,2022-11-11 00:00:00,,,,
586,127,Completed,Clark West,TICKET-000586,2022-11-12,Oven issue,Level 2,Appliance,2022-11-12 00:00:00,2022-11-12 00:00:00,,,,
587,127,Completed,Mia Martinez,TICKET-000587,2022-11-17,Bed bug inspection,Level 3,Pest Control,2022-11-17 00:00:00,2022-11-17 00:00:00,,,,
588,138,Completed,Marcus Manager,TICKET-000588,2022-11-24,Clogged drain,Level 3,Plumbing,2022-11-24 00:00:00,2022-11-24 00:00:00,,,,
589,162,Completed,Mia Martinez,TICKET-000589,2022-11-04,Microwave not heating,Level 4,Appliance,2022-11-04 00:00:00,2022-11-04 00:00:00,,,,
590,150,Completed,Bernita Crona,TICKET-000590,2022-11-28,Pipe leakage,Level 1,Plumbing,2022-11-28 00:00:00,2022-11-28 00:00:00,,,,
591,187,Completed,Marcus Manager,TICKET-000591,2022-11-27,Leaking faucet,Level 3,Plumbing,2022-11-27 00:00:00,2022-11-27 00:00:00,,,,
592,221,Completed,Mia Martinez,TICKET-000592,2022-11-30,Termite inspection,Level 3,Pest Control,2022-11-30 00:00:00,2022-11-30 00:00:00,,,,
593,222,Completed,Bernita Crona,TICKET-000593,2022-11-18,Bed bug inspection,Level 2,Pest Control,2022-11-18 00:00:00,2022-11-18 00:00:00,,,,
594,245,Completed,Mia Martinez,TICKET-000594,2022-11-23,Microwave not heating,Level 3,Appliance,2022-11-23 00:00:00,2022-11-23 00:00:00,,,,
595,259,Completed,Bernita Crona,TICKET-000595,2022-11-24,Clogged drain,Level 4,Plumbing,2022-11-24 00:00:00,2022-11-24 00:00:00,,,,
596,261,Completed,Clark West,TICKET-000596,2022-11-10,Cockroach sighting,Level 1,Pest Control,2022-11-10 00:00:00,2022-11-10 00:00:00,,,,
597,1,Completed,Clark West,TICKET-000597,2022-12-19,Door not closing,Level 2,Structural,2022-12-19 00:00:00,2022-12-19 00:00:00,,,,
598,34,Completed,Clark West,TICKET-000598,2022-12-31,Dishwasher leakage,Level 3,Appliance,2022-12-31 00:00:00,2022-12-31 00:00:00,,,,
599,29,Completed,Marcus Manager,TICKET-000599,2022-12-17,Wall crack,Level 2,Structural,2022-12-17 00:00:00,2022-12-17 00:00:00,,,,
600,40,Completed,Bernita Crona,TICKET-000600,2022-12-25,Light fixture malfunction,Level 2,Electrical,2022-12-25 00:00:00,2022-12-25 00:00:00,,,,
601,41,Completed,Mia Martinez,TICKET-000601,2022-12-08,Dripping shower head,Level 1,Plumbing,2022-12-08 00:00:00,2022-12-08 00:00:00,,,,
602,106,Completed,Mia Martinez,TICKET-000602,2022-12-05,Dryer not working,Level 1,Appliance,2022-12-05 00:00:00,2022-12-05 00:00:00,,,,
603,69,Completed,Marcus Manager,TICKET-000603,2022-12-22,Circuit breaker tripping,Level 1,Electrical,2022-12-22 00:00:00,2022-12-22 00:00:00,,,,
604,61,Completed,King Bruen,TICKET-000604,2022-12-15,Light fixture malfunction,Level 1,Electrical,2022-12-15 00:00:00,2022-12-15 00:00:00,,,,
605,83,Completed,Marcus Manager,TICKET-000605,2022-12-05,Dryer not working,Level 3,Appliance,2022-12-05 00:00:00,2022-12-05 00:00:00,,,,
606,90,Completed,Clark West,TICKET-000606,2022-12-08,AC remote issue,Level 2,Appliance,2022-12-08 00:00:00,2022-12-08 00:00:00,,,,
607,100,Completed,Mia Martinez,TICKET-000607,2022-12-13,Bed bug inspection,Level 3,Pest Control,2022-12-13 00:00:00,2022-12-13 00:00:00,,,,
608,126,Completed,Mia Martinez,TICKET-000608,2022-12-30,Low water pressure,Level 1,Plumbing,2022-12-30 00:00:00,2022-12-30 00:00:00,,,,
609,117,Completed,Mia Martinez,TICKET-000609,2022-12-30,Mosquito problem,Level 1,Pest Control,2022-12-30 00:00:00,2022-12-30 00:00:00,,,,
610,134,Completed,Bernita Crona,TICKET-000610,2022-12-20,Exhaust fan noise,Level 3,Appliance,2022-12-20 00:00:00,2022-12-20 00:00:00,,,,
611,131,Completed,Mia Martinez,TICKET-000611,2022-12-15,Ceiling crack,Level 3,Structural,2022-12-15 00:00:00,2022-12-15 00:00:00,,,,
612,281,Completed,Bernita Crona,TICKET-000612,2022-12-20,Flickering lights,Level 2,Electrical,2022-12-20 00:00:00,2022-12-20 00:00:00,,,,
613,155,Completed,Mia Martinez,TICKET-000613,2022-12-21,Circuit breaker tripping,Level 1,Electrical,2022-12-21 00:00:00,2022-12-21 00:00:00,,,,
614,299,Completed,Mia Martinez,TICKET-000614,2022-12-28,Electrical panel inspection,Level 2,Electrical,2022-12-28 00:00:00,2022-12-28 00:00:00,,,,
615,183,Completed,Clark West,TICKET-000615,2022-12-13,Oven issue,Level 2,Appliance,2022-12-13 00:00:00,2022-12-13 00:00:00,,,,
616,222,Completed,Marcus Manager,TICKET-000616,2022-12-23,Light fixture malfunction,Level 2,Electrical,2022-12-23 00:00:00,2022-12-23 00:00:00,,,,
617,228,Completed,Bernita Crona,TICKET-000617,2022-12-09,Mosquito problem,Level 3,Pest Control,2022-12-09 00:00:00,2022-12-09 00:00:00,,,,
618,2,Completed,King Bruen,TICKET-000618,2023-01-30,Dryer not working,Level 3,Appliance,2023-01-30 00:00:00,2023-01-30 00:00:00,,,,
619,1,Completed,Bernita Crona,TICKET-000619,2023-01-06,Dishwasher leakage,Level 2,Appliance,2023-01-06 00:00:00,2023-01-06 00:00:00,,,,
620,179,Completed,King Bruen,TICKET-000620,2023-01-16,AC remote issue,Level 4,Appliance,2023-01-16 00:00:00,2023-01-16 00:00:00,,,,
621,177,Completed,Bernita Crona,TICKET-000621,2023-01-07,AC unit electrical issues,Level 1,Electrical,2023-01-07 00:00:00,2023-01-07 00:00:00,,,,
622,23,Completed,Clark West,TICKET-000622,2023-01-13,Exhaust fan noise,Level 1,Appliance,2023-01-13 00:00:00,2023-01-13 00:00:00,,,,
623,23,Completed,Mia Martinez,TICKET-000623,2023-01-15,Flickering lights,Level 3,Electrical,2023-01-15 00:00:00,2023-01-15 00:00:00,,,,
624,34,Completed,Marcus Manager,TICKET-000624,2023-01-29,Flickering lights,Level 2,Electrical,2023-01-29 00:00:00,2023-01-29 00:00:00,,,,
625,39,Completed,Marcus Manager,TICKET-000625,2023-01-07,Dripping shower head,Level 1,Plumbing,2023-01-07 00:00:00,2023-01-07 00:00:00,,,,
626,41,Completed,King Bruen,TICKET-000626,2023-01-28,Light fixture malfunction,Level 1,Electrical,2023-01-28 00:00:00,2023-01-28 00:00:00,,,,
627,51,Completed,Clark West,TICKET-000627,2023-01-26,Flickering lights,Level 1,Electrical,2023-01-26 00:00:00,2023-01-26 00:00:00,,,,
628,210,Completed,Clark West,TICKET-000628,2023-01-27,Spider infestation,Level 2,Pest Control,2023-01-27 00:00:00,2023-01-27 00:00:00,,,,
629,145,Completed,King Bruen,TICKET-000629,2023-01-14,Window frame repair,Level 1,Structural,2023-01-14 00:00:00,2023-01-14 00:00:00,,,,
630,144,Completed,Mia Martinez,TICKET-000630,2023-01-18,Spider infestation,Level 4,Pest Control,2023-01-18 00:00:00,2023-01-18 00:00:00,,,,
631,85,Completed,Marcus Manager,TICKET-000631,2023-01-24,Bed bug inspection,Level 3,Pest Control,2023-01-24 00:00:00,2023-01-24 00:00:00,,,,
632,83,Completed,Mia Martinez,TICKET-000632,2023-01-22,Refrigerator not cooling,Level 2,Appliance,2023-01-22 00:00:00,2023-01-22 00:00:00,,,,
633,180,Completed,Marcus Manager,TICKET-000633,2023-01-06,Circuit breaker tripping,Level 1,Electrical,2023-01-06 00:00:00,2023-01-06 00:00:00,,,,
634,88,Completed,King Bruen,TICKET-000634,2023-01-17,AC unit electrical issues,Level 2,Electrical,2023-01-17 00:00:00,2023-01-17 00:00:00,,,,
635,100,Completed,Bernita Crona,TICKET-000635,2023-01-15,Wall damage,Level 1,Structural,2023-01-15 00:00:00,2023-01-15 00:00:00,,,,
636,100,Completed,Marcus Manager,TICKET-000636,2023-01-20,Door not closing,Level 2,Structural,2023-01-20 00:00:00,2023-01-20 00:00:00,,,,
637,122,Completed,King Bruen,TICKET-000637,2023-01-26,Flickering lights,Level 2,Electrical,2023-01-26 00:00:00,2023-01-26 00:00:00,,,,
638,130,Completed,Clark West,TICKET-000638,2023-01-17,Washing machine malfunction,Level 3,Appliance,2023-01-17 00:00:00,2023-01-17 00:00:00,,,,
639,163,Completed,King Bruen,TICKET-000639,2023-01-08,Loose tiles,Level 4,Structural,2023-01-08 00:00:00,2023-01-08 00:00:00,,,,
640,184,Completed,Mia Martinez,TICKET-000640,2023-01-30,Bed bug inspection,Level 4,Pest Control,2023-01-30 00:00:00,2023-01-30 00:00:00,,,,
641,192,Pending,King Bruen,TICKET-000641,2023-01-19,Window frame repair,Level 2,Structural,2023-01-19 00:00:00,2023-01-19 00:00:00,,,,
642,223,Completed,Bernita Crona,TICKET-000642,2023-01-31,Cockroach sighting,Level 3,Pest Control,2023-01-31 00:00:00,2023-01-31 00:00:00,,,,
643,275,Completed,Marcus Manager,TICKET-000643,2023-01-22,AC remote issue,Level 2,Appliance,2023-01-22 00:00:00,2023-01-22 00:00:00,,,,
644,251,Completed,King Bruen,TICKET-000644,2023-01-15,Leaking faucet,Level 3,Plumbing,2023-01-15 00:00:00,2023-01-15 00:00:00,,,,
645,259,Completed,Bernita Crona,TICKET-000645,2023-01-16,Low water pressure,Level 3,Plumbing,2023-01-16 00:00:00,2023-01-16 00:00:00,,,,
646,1,Completed,King Bruen,TICKET-000646,2023-02-12,Washing machine malfunction,Level 2,Appliance,2023-02-12 00:00:00,2023-02-12 00:00:00,,,,
647,2,Completed,Mia Martinez,TICKET-000647,2023-02-13,Spider infestation,Level 1,Pest Control,2023-02-13 00:00:00,2023-02-13 00:00:00,,,,
648,18,Completed,Mia Martinez,TICKET-000648,2023-02-11,Door not closing,Level 4,Structural,2023-02-11 00:00:00,2023-02-11 00:00:00,,,,
649,44,Completed,Marcus Manager,TICKET-000649,2023-02-19,Bed bug inspection,Level 4,Pest Control,2023-02-19 00:00:00,2023-02-19 00:00:00,,,,
650,109,Completed,Mia Martinez,TICKET-000650,2023-02-15,Light fixture malfunction,Level 4,Electrical,2023-02-15 00:00:00,2023-02-15 00:00:00,,,,
651,53,Completed,King Bruen,TICKET-000651,2023-02-13,Window frame repair,Level 1,Structural,2023-02-13 00:00:00,2023-02-13 00:00:00,,,,
652,62,Completed,Mia Martinez,TICKET-000652,2023-02-03,Microwave not heating,Level 1,Appliance,2023-02-03 00:00:00,2023-02-03 00:00:00,,,,
653,85,Completed,Bernita Crona,TICKET-000653,2023-02-03,Dryer not working,Level 3,Appliance,2023-02-03 00:00:00,2023-02-03 00:00:00,,,,
654,180,Completed,Mia Martinez,TICKET-000654,2023-02-08,Wiring problem,Level 1,Electrical,2023-02-08 00:00:00,2023-02-08 00:00:00,,,,
655,93,Completed,Clark West,TICKET-000655,2023-02-03,Oven issue,Level 1,Appliance,2023-02-03 00:00:00,2023-02-03 00:00:00,,,,
656,93,Completed,Clark West,TICKET-000656,2023-02-13,Power outlet not working,Level 3,Electrical,2023-02-13 00:00:00,2023-02-13 00:00:00,,,,
657,99,Completed,King Bruen,TICKET-000657,2023-02-01,Loose tiles,Level 2,Structural,2023-02-01 00:00:00,2023-02-01 00:00:00,,,,
658,98,Completed,Clark West,TICKET-000658,2023-02-04,Ceiling crack,Level 1,Structural,2023-02-04 00:00:00,2023-02-04 00:00:00,,,,
659,129,Completed,Clark West,TICKET-000659,2023-02-21,Wall damage,Level 4,Structural,2023-02-21 00:00:00,2023-02-21 00:00:00,,,,
660,135,Completed,King Bruen,TICKET-000660,2023-02-28,Wiring problem,Level 1,Electrical,2023-02-28 00:00:00,2023-02-28 00:00:00,,,,
661,296,Completed,Clark West,TICKET-000661,2023-02-23,Circuit breaker tripping,Level 1,Electrical,2023-02-23 00:00:00,2023-02-23 00:00:00,,,,
662,170,Completed,Clark West,TICKET-000662,2023-02-06,Washing machine malfunction,Level 1,Appliance,2023-02-06 00:00:00,2023-02-06 00:00:00,,,,
663,185,Completed,Mia Martinez,TICKET-000663,2023-02-19,AC unit electrical issues,Level 2,Electrical,2023-02-19 00:00:00,2023-02-19 00:00:00,,,,
664,198,Completed,Bernita Crona,TICKET-000664,2023-02-06,Electrical panel inspection,Level 2,Electrical,2023-02-06 00:00:00,2023-02-06 00:00:00,,,,
665,199,Completed,Clark West,TICKET-000665,2023-02-24,Cockroach sighting,Level 3,Pest Control,2023-02-24 00:00:00,2023-02-24 00:00:00,,,,
666,221,Completed,Bernita Crona,TICKET-000666,2023-02-09,Loose tiles,Level 1,Structural,2023-02-09 00:00:00,2023-02-09 00:00:00,,,,
667,222,Completed,Mia Martinez,TICKET-000667,2023-02-18,Oven issue,Level 2,Appliance,2023-02-18 00:00:00,2023-02-18 00:00:00,,,,
668,234,Completed,Clark West,TICKET-000668,2023-02-12,Termite inspection,Level 2,Pest Control,2023-02-12 00:00:00,2023-02-12 00:00:00,,,,
669,232,Completed,Clark West,TICKET-000669,2023-02-11,Ant infestation,Level 3,Pest Control,2023-02-11 00:00:00,2023-02-11 00:00:00,,,,
670,269,Completed,Bernita Crona,TICKET-000670,2023-02-19,Sink drainage issue,Level 2,Plumbing,2023-02-19 00:00:00,2023-02-19 00:00:00,,,,
671,267,Completed,Mia Martinez,TICKET-000671,2023-02-11,Bed bug inspection,Level 2,Pest Control,2023-02-11 00:00:00,2023-02-11 00:00:00,,,,
672,254,Completed,Mia Martinez,TICKET-000672,2023-02-09,Wall crack,Level 2,Structural,2023-02-09 00:00:00,2023-02-09 00:00:00,,,,
673,2,Completed,Marcus Manager,TICKET-000673,2023-03-25,Refrigerator not cooling,Level 1,Appliance,2023-03-25 00:00:00,2023-03-25 00:00:00,,,,
674,1,Completed,Clark West,TICKET-000674,2023-03-12,Exhaust fan noise,Level 2,Appliance,2023-03-12 00:00:00,2023-03-12 00:00:00,,,,
675,12,Completed,Mia Martinez,TICKET-000675,2023-03-23,Flooring issue,Level 1,Structural,2023-03-23 00:00:00,2023-03-23 00:00:00,,,,
676,13,Completed,Marcus Manager,TICKET-000676,2023-03-14,Electrical panel inspection,Level 3,Electrical,2023-03-14 00:00:00,2023-03-14 00:00:00,,,,
